original_startlatitude,original_startlongitude,original_trip_count,distance,formatted,lat,lon,name,housenumber,street,zipcode,district,suburb,city,county,state,state_code,country,country_code,attribution,attribution_license,attribution_url,,,,,,
36.106294,-86.813681,1,82.22891402,"Parnassus Books, 3900 Hillsboro Pike, Nashville-Davidson, TN 37215, United States of America",36.1057423,-86.8130715,Parnassus Books,3900,Hillsboro Pike,37215,,Midtown,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.106327,-86.799534,1,0,"Lipscomb University, Mayfair Avenue, Nashville-Davidson, TN 37204, United States of America",36.10507165,-86.79864092,Lipscomb University,,Mayfair Avenue,37204,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.106631,-86.794854,1,1.064195999,"Lipscomb University, Mayfair Avenue, Nashville-Davidson, TN 37204, United States of America",36.10507165,-86.79864092,Lipscomb University,,Mayfair Avenue,37204,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.10671,-86.763572,3,64.66412156,"Panda Express, 2534 Powell Avenue, Nashville-Davidson, TN 37204, United States of America",36.1061346,-86.7636763,Panda Express,2534,Powell Avenue,37204,,Radnor,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.106834,-86.763288,1,4.80413183,"100 Oaks Mall, Powell Avenue, Nashville-Davidson, TN 37204, United States of America",36.10889465,-86.76418791,100 Oaks Mall,,Powell Avenue,37204,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.106855,-86.798396,1,0,"Lipscomb University, Mayfair Avenue, Nashville-Davidson, TN 37204, United States of America",36.10507165,-86.79864092,Lipscomb University,,Mayfair Avenue,37204,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.10707,-86.79726,1,0,"Lipscomb University, Mayfair Avenue, Nashville-Davidson, TN 37204, United States of America",36.10507165,-86.79864092,Lipscomb University,,Mayfair Avenue,37204,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.10713,-86.79885,1,0,"Lipscomb University, Mayfair Avenue, Nashville-Davidson, TN 37204, United States of America",36.10507165,-86.79864092,Lipscomb University,,Mayfair Avenue,37204,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.10725,-86.78928,1,6.083244856,"1020 Grandview Drive, Nashville-Davidson, TN 37204, United States of America",36.10730462,-86.78928392,,1020,Grandview Drive,37204,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.107281,-86.600733,7,7.800409293,"Nashville-Davidson, TN, United States of America",36.1066641,-86.6007087,,,,,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.107407,-86.727656,1,12.84167713,"2979 Mavert Drive, Nashville-Davidson, TN 37211, United States of America",36.10739784,-86.7275135,,2979,Mavert Drive,37211,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.107469,-86.727578,1,6.358961588,"2975 Mavert Drive, Nashville-Davidson, TN 37211, United States of America",36.10746008,-86.72750808,,2975,Mavert Drive,37211,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.107496,-86.727743,1,21.47869361,"2975 Mavert Drive, Nashville-Davidson, TN 37211, United States of America",36.10746008,-86.72750808,,2975,Mavert Drive,37211,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.107539,-86.814468,8,0,"The Mall at Green Hills, 3900 Hillsboro Pike, Nashville-Davidson, TN 37215, United States of America",36.1075346,-86.81513988,The Mall at Green Hills,3900,Hillsboro Pike,37215,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.10757,-86.79884,1,0,"Lipscomb University, Mayfair Avenue, Nashville-Davidson, TN 37204, United States of America",36.10507165,-86.79864092,Lipscomb University,,Mayfair Avenue,37204,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.107592,-86.80322,1,6.575684895,"1699 Glen Echo Road, Nashville-Davidson, TN 37215, United States of America",36.107627,-86.803161,,1699,Glen Echo Road,37215,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.107708,-86.818604,6,108.159993,"3841 Green Hills Village Drive, Nashville, TN 37215, United States of America",36.108073,-86.817488,,3841,Green Hills Village Drive,37215,,Midtown,Nashville,Davidson County,Tennessee,TN,United States,us,© OpenAddresses contributors,BSD-3-Clause License,,,,,,,
36.107731,-86.818526,6,100.7055049,"3841 Green Hills Village Drive, Nashville, TN 37215, United States of America",36.108073,-86.817488,,3841,Green Hills Village Drive,37215,,Midtown,Nashville,Davidson County,Tennessee,TN,United States,us,© OpenAddresses contributors,BSD-3-Clause License,,,,,,,
36.107806,-86.814524,1,0,"The Mall at Green Hills, 3900 Hillsboro Pike, Nashville-Davidson, TN 37215, United States of America",36.1075346,-86.81513988,The Mall at Green Hills,3900,Hillsboro Pike,37215,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.10783,-86.601236,6,4.963315253,"2896 Couchville Pike, Nashville-Davidson, TN 37217, United States of America",36.10787198,-86.60121722,,2896,Couchville Pike,37217,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.10784,-86.81446,6,0,"The Mall at Green Hills, 3900 Hillsboro Pike, Nashville-Davidson, TN 37215, United States of America",36.1075346,-86.81513988,The Mall at Green Hills,3900,Hillsboro Pike,37215,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.10802,-86.81282,1,115.221106,"2001 Glen Echo Road, Nashville, TN 37215, United States of America",36.108327,-86.811595,,2001,Glen Echo Road,37215,,Midtown,Nashville,Davidson County,Tennessee,TN,United States,us,© OpenAddresses contributors,BSD-3-Clause License,,,,,,,
36.108043,-86.812372,1,0,"Hillsboro High School, Glen West Drive, Nashville-Davidson, TN 37215, United States of America",36.1063982,-86.81089845,Hillsboro High School,,Glen West Drive,37215,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.10827,-86.816302,3,1.338586469,"Green Hills Village Drive, Nashville-Davidson, TN 37215, United States of America",36.1074054,-86.8170206,Green Hills Village Drive,,Green Hills Village Drive,37215,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.108311,-86.816517,2,91.15604051,"3841 Green Hills Village Drive, Nashville, TN 37215, United States of America",36.108073,-86.817488,,3841,Green Hills Village Drive,37215,,Midtown,Nashville,Davidson County,Tennessee,TN,United States,us,© OpenAddresses contributors,BSD-3-Clause License,,,,,,,
36.108341,-86.816349,1,5.532053607,"Green Hills Village Drive, Nashville-Davidson, TN 37215, United States of America",36.1074054,-86.8170206,Green Hills Village Drive,,Green Hills Village Drive,37215,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.108434,-86.816275,2,3.700241469,"Green Hills Village Drive, Nashville-Davidson, TN 37215, United States of America",36.1074054,-86.8170206,Green Hills Village Drive,,Green Hills Village Drive,37215,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.10853,-86.81721,1,56.62144938,"3841 Green Hills Village Drive, Nashville, TN 37215, United States of America",36.108073,-86.817488,,3841,Green Hills Village Drive,37215,,Midtown,Nashville,Davidson County,Tennessee,TN,United States,us,© OpenAddresses contributors,BSD-3-Clause License,,,,,,,
36.10864,-86.76457,1,1.73933059,"100 Oaks Mall, Powell Avenue, Nashville-Davidson, TN 37204, United States of America",36.10889465,-86.76418791,100 Oaks Mall,,Powell Avenue,37204,,Radnor,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.108645,-86.763647,6,0,"100 Oaks Mall, Powell Avenue, Nashville-Davidson, TN 37204, United States of America",36.10889465,-86.76418791,100 Oaks Mall,,Powell Avenue,37204,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.10868,-86.81714,1,74.38399058,"3841 Green Hills Village Drive, Nashville, TN 37215, United States of America",36.108073,-86.817488,,3841,Green Hills Village Drive,37215,,Midtown,Nashville,Davidson County,Tennessee,TN,United States,us,© OpenAddresses contributors,BSD-3-Clause License,,,,,,,
36.108885,-86.818096,1,42.71032142,"Residence Inn by Marriott Nashville Green Hills, 3807 Cleghorn Avenue, Nashville-Davidson, TN 37215, United States of America",36.1088156,-86.81893796,Residence Inn by Marriott Nashville Green Hills,3807,Cleghorn Avenue,37215,,Midtown,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.109042,-86.812173,1,6.387848082,"2107 Crestmoor Road, Nashville-Davidson, TN 37215, United States of America",36.10909878,-86.81216218,,2107,Crestmoor Road,37215,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.109075,-86.803868,1,9.121012293,"1726 Hillmont Drive, Nashville-Davidson, TN 37215, United States of America",36.108997,-86.80383659,,1726,Hillmont Drive,37215,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.10966,-86.80881,1,37.37185095,"3706 Benham Avenue, Nashville, TN 37215, United States of America",36.109428,-86.808509,,3706,Benham Avenue,37215,,Midtown,Nashville,Davidson County,Tennessee,TN,United States,us,© OpenAddresses contributors,BSD-3-Clause License,,,,,,,
36.109983,-86.810936,1,31.54068021,"3706 B Hillsboro Pike, Nashville, TN 37215, United States of America",36.109952,-86.811285,,3706 B,Hillsboro Pike,37215,,Midtown,Nashville,Davidson County,Tennessee,TN,United States,us,© OpenAddresses contributors,BSD-3-Clause License,,,,,,,
36.11016,-86.78363,1,11.47076522,"3502 General Bate Drive, Nashville-Davidson, TN 37204, United States of America",36.1100622,-86.78358939,,3502,General Bate Drive,37204,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.110197,-86.783245,1,19.44749705,"913 Woodmont Boulevard, Nashville-Davidson, TN 37204, United States of America",36.1103625,-86.783315,,913,Woodmont Boulevard,37204,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.110261,-86.783265,1,12.14723716,"913 Woodmont Boulevard, Nashville-Davidson, TN 37204, United States of America",36.1103625,-86.783315,,913,Woodmont Boulevard,37204,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.110311,-86.768831,2,12.65563637,"Walmart Supercenter, 2421 Powell Avenue, Nashville-Davidson, TN 37204, United States of America",36.1108796,-86.76938175,Walmart Supercenter,2421,Powell Avenue,37204,,Radnor,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.110507,-86.811058,1,22.27559946,"3656 Hillsboro Pike, Nashville-Davidson, TN 37215, United States of America",36.11053421,-86.81130367,,3656,Hillsboro Pike,37215,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.11056,-86.811193,1,9.557177771,"3652 Hillsboro Pike, Nashville-Davidson, TN 37215, United States of America",36.11057321,-86.81129812,,3652,Hillsboro Pike,37215,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.1106,-86.81115,1,12.87996685,"3648 Hillsboro Pike, Nashville-Davidson, TN 37215, United States of America",36.11061222,-86.81129258,,3648,Hillsboro Pike,37215,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.110632,-86.744863,1,53.37945648,"White Castle, 2901 Nolensville Pike, Nashville-Davidson, TN 37211, United States of America",36.1104661,-86.7454206,White Castle,2901,Nolensville Pike,37211,,Radnor,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.11066,-86.8111,1,16.64616909,"3640 Hillsboro Pike, Nashville-Davidson, TN 37215, United States of America",36.11069023,-86.81128148,,3640,Hillsboro Pike,37215,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.110769,-86.76875,2,11.04434666,"Walmart Supercenter, 2421 Powell Avenue, Nashville-Davidson, TN 37204, United States of America",36.1108796,-86.76938175,Walmart Supercenter,2421,Powell Avenue,37204,,Radnor,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.110868,-86.783684,1,39.82670348,"922 Woodmont Boulevard, Nashville-Davidson, TN 37204, United States of America",36.11055,-86.78348,,922,Woodmont Boulevard,37204,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.110889,-86.78373,1,43.87809775,"922 Woodmont Boulevard, Nashville-Davidson, TN 37204, United States of America",36.11055,-86.78348,,922,Woodmont Boulevard,37204,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.110891,-86.768722,1,12.22238264,"2421 B Powell Avenue, Nashville, TN 37204, United States of America",36.110951,-86.768608,,2421 B,Powell Avenue,37204,,Radnor,Nashville,Davidson County,Tennessee,TN,United States,us,© OpenAddresses contributors,BSD-3-Clause License,,,,,,,
36.110898,-86.783814,1,52.70677425,"917 Woodmont Boulevard, Nashville-Davidson, TN 37204, United States of America",36.110424,-86.783812,,917,Woodmont Boulevard,37204,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.110919,-86.783836,1,54.11926605,"918 Woodmont Boulevard, Nashville-Davidson, TN 37204, United States of America",36.11043831,-86.78393041,,918,Woodmont Boulevard,37204,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.110984,-86.781375,1,36.47327549,"2968 McNairy Lane, Nashville-Davidson, TN 37204, United States of America",36.11122824,-86.78164602,,2968,McNairy Lane,37204,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.110986,-86.768249,7,32.4836526,"2421 B Powell Avenue, Nashville, TN 37204, United States of America",36.110951,-86.768608,,2421 B,Powell Avenue,37204,,Radnor,Nashville,Davidson County,Tennessee,TN,United States,us,© OpenAddresses contributors,BSD-3-Clause License,,,,,,,
36.110991,-86.768912,2,8.792322916,"Walmart Supercenter, 2421 Powell Avenue, Nashville-Davidson, TN 37204, United States of America",36.1108796,-86.76938175,Walmart Supercenter,2421,Powell Avenue,37204,,Radnor,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.11101,-86.76883,1,16.33887778,"Walmart Supercenter, 2421 Powell Avenue, Nashville-Davidson, TN 37204, United States of America",36.1108796,-86.76938175,Walmart Supercenter,2421,Powell Avenue,37204,,Radnor,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.111045,-86.787667,1,1.136672121,"998 Woodmont Boulevard, Nashville-Davidson, TN 37204, United States of America",36.111054,-86.787661,,998,Woodmont Boulevard,37204,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.11113035,-86.78288346,1,72.41482261,"918 Woodmont Boulevard, Nashville-Davidson, TN 37204, United States of America",36.1105,-86.783086,,918,Woodmont Boulevard,37204,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.111145,-86.773954,1,294.7474614,"840 Woodmont Boulevard, Nashville, TN 37204, United States of America",36.110406,-86.777105,,840,Woodmont Boulevard,37204,,8th South,Nashville,Davidson County,Tennessee,TN,United States,us,© OpenAddresses contributors,BSD-3-Clause License,,,,,,,
36.111231,-86.769156,7,0.798179209,"Walmart Supercenter, 2421 Powell Avenue, Nashville-Davidson, TN 37204, United States of America",36.1108796,-86.76938175,Walmart Supercenter,2421,Powell Avenue,37204,,Radnor,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.11124,-86.773886,1,303.6760677,"840 Woodmont Boulevard, Nashville, TN 37204, United States of America",36.110406,-86.777105,,840,Woodmont Boulevard,37204,,8th South,Nashville,Davidson County,Tennessee,TN,United States,us,© OpenAddresses contributors,BSD-3-Clause License,,,,,,,
36.111314,-86.769078,7,11.14291981,"Walmart Supercenter, 2421 Powell Avenue, Nashville-Davidson, TN 37204, United States of America",36.1108796,-86.76938175,Walmart Supercenter,2421,Powell Avenue,37204,,Radnor,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.11132,-86.76533,1,36.72603654,"Guitar Center, 721 Thompson Lane, Nashville-Davidson, TN 37204, United States of America",36.111451,-86.7649547,Guitar Center,721,Thompson Lane,37204,,Radnor,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.111332,-86.773955,1,301.1224474,"840 Woodmont Boulevard, Nashville, TN 37204, United States of America",36.110406,-86.777105,,840,Woodmont Boulevard,37204,,8th South,Nashville,Davidson County,Tennessee,TN,United States,us,© OpenAddresses contributors,BSD-3-Clause License,,,,,,,
36.111345,-86.773878,1,308.1184743,"840 Woodmont Boulevard, Nashville, TN 37204, United States of America",36.110406,-86.777105,,840,Woodmont Boulevard,37204,,8th South,Nashville,Davidson County,Tennessee,TN,United States,us,© OpenAddresses contributors,BSD-3-Clause License,,,,,,,
36.111493,-86.77354,1,7.663407554,"8th Avenue South, Nashville-Davidson, TN 37204, United States of America",36.1148067,-86.7736381,8th Avenue South,,8th Avenue South,37204,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.11178,-86.7666,1,17.39003461,"Logan's Roadhouse, 727 Thompson Lane, Nashville-Davidson, TN 37204, United States of America",36.111936,-86.7665863,Logan's Roadhouse,727,Thompson Lane,37204,,Radnor,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.111839,-86.828114,1,9.720958686,"3708 Hilldale Drive, Nashville-Davidson, TN 37215, United States of America",36.11185998,-86.82821905,,3708,Hilldale Drive,37215,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.112407,-86.763398,1,12.73097644,"Calypso Cafe, 700 Thompson Lane, Berry Hill, TN 37204, United States of America",36.1123557,-86.7632713,Calypso Cafe,700,Thompson Lane,37204,,Radnor,Berry Hill,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.11243,-86.76631,1,27.00787205,"Baja Burrito, 722 Thompson Lane, Berry Hill, TN 37204, United States of America",36.1125223,-86.7660319,Baja Burrito,722,Thompson Lane,37204,,Radnor,Berry Hill,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.11247,-86.76606,1,6.339700545,"Baja Burrito, 722 Thompson Lane, Berry Hill, TN 37204, United States of America",36.1125223,-86.7660319,Baja Burrito,722,Thompson Lane,37204,,Radnor,Berry Hill,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.112478,-86.771304,1,244.6890285,"2916 B Berry Hill Drive, Nashville, TN 37204, United States of America",36.114502,-86.770235,,2916 B,Berry Hill Drive,37204,,Melrose,Nashville,Davidson County,Tennessee,TN,United States,us,© OpenAddresses contributors,BSD-3-Clause License,,,,,,,
36.1126,-86.76788,1,23.89163102,"Dahlia Fine Jewelry & Body Piercing, 740 Thompson Lane, Berry Hill, TN 37204, United States of America",36.1127988,-86.7679809,Dahlia Fine Jewelry & Body Piercing,740,Thompson Lane,37204,,Melrose,Berry Hill,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.112697,-86.777042,1,31.34899833,"801 Pleasant Valley Road, Nashville-Davidson, TN 37204, United States of America",36.112667,-86.776695,,801,Pleasant Valley Road,37204,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.112755,-86.793858,1,7.357297797,"1211 Noelton Avenue, Nashville-Davidson, TN 37215, United States of America",36.112725,-86.793931,,1211,Noelton Avenue,37215,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.112793,-86.787109,1,5.717595375,"3363 Lealand Lane, Nashville-Davidson, TN 37204, United States of America",36.11276852,-86.78705303,,3363,Lealand Lane,37204,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.112947,-86.792446,1,9.085968524,"1200 Noelton Avenue, Nashville-Davidson, TN 37204, United States of America",36.112997,-86.792526,,1200,Noelton Avenue,37204,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.112969,-86.793958,1,7.512818306,"1216 Noelton Avenue, Nashville-Davidson, TN 37204, United States of America",36.11294568,-86.79387951,,1216,Noelton Avenue,37204,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.11298,-86.79386,1,4.199661842,"1216 Noelton Avenue, Nashville-Davidson, TN 37204, United States of America",36.11294568,-86.79387951,,1216,Noelton Avenue,37204,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.113008,-86.76686,1,43.26523196,"Pinnacle Bank, 2833 Bransford Avenue, Berry Hill, TN 37204, United States of America",36.1127396,-86.7672087,Pinnacle Bank,2833,Bransford Avenue,37204,Wedgewood-Houston,Melrose,Berry Hill,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.113087,-86.766816,1,52.31270008,"Pinnacle Bank, 2833 Bransford Avenue, Berry Hill, TN 37204, United States of America",36.1127396,-86.7672087,Pinnacle Bank,2833,Bransford Avenue,37204,Wedgewood-Houston,Melrose,Berry Hill,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.113163,-86.80016,1,14.3695165,"1601 Woodmont Boulevard, Nashville-Davidson, TN 37215, United States of America",36.113035,-86.800182,,1601,Woodmont Boulevard,37215,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.11329,-86.76677,1,70.70457815,"Big Machine Distillery & Tavern, 2824 Bransford Avenue, Berry Hill, TN 37204, United States of America",36.1139684,-86.76632994,Big Machine Distillery & Tavern,2824,Bransford Avenue,37204,Wedgewood-Houston,South Nashville,Berry Hill,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.113303,-86.775263,1,74.19989995,"840 Pleasant Valley Road, Nashville-Davidson, TN 37204, United States of America",36.11274497,-86.77571592,,840,Pleasant Valley Road,37204,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.113668,-86.792188,1,100.9051345,"3401 Granny White Pike, Nashville, TN 37204, United States of America",36.113572,-86.793305,,3401,Granny White Pike,37204,,Midtown,Nashville,Davidson County,Tennessee,TN,United States,us,© OpenAddresses contributors,BSD-3-Clause License,,,,,,,
36.1137,-86.7868,1,1.654455852,"3299 Lealand Lane, Nashville-Davidson, TN 37204, United States of America",36.11370319,-86.78678201,,3299,Lealand Lane,37204,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.1137,-86.7733,1,8.401966434,"8th Avenue South, Berry Hill, TN 37204, United States of America",36.1148381,-86.7735148,8th Avenue South,,8th Avenue South,37204,,,Berry Hill,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
36.113917,-86.786925,1,13.40442873,"3275 Lealand Lane, Nashville-Davidson, TN 37204, United States of America",36.11392208,-86.78677591,,3275,Lealand Lane,37204,,,Nashville-Davidson,Davidson County,Tennessee,TN,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright,,,,,,
