company,scooter,trips,total_duration,total_distance,used_frequently
Lime,Powered5TPLMIM2ERERA,1,11.35,2916.6312,False
Lime,PoweredBHQPF4NGORWCW,1,19.0,5221.1692161195,False
Lime,PoweredYKV5FXKAZI7PM,1,16.0,4421.6271242618,False
Lime,PoweredVT6NZR3V4FK32,1,4.55,2568.8664,False
Lime,PoweredOWUKKLHXYLAY5,1,2.7,4308714.0096,False
Lime,PoweredVHXG4YMAZZXKK,1,4.0,3254852.71757476,False
Lime,PoweredW2NM2LRPUCDLI,1,16.1,324.612,False
Lime,Powered7HR5EXAPETPUE,1,13.6833333333,0.0,False
Lime,PoweredOYR4Z7EPJIR6R,1,10.3,4242.0744,False
Lime,PoweredW7MV5NKAW7EZN,1,42.6,24474.768,False
Lime,PoweredHKGTITMLQNEMO,1,7.0,3773.0119587793,False
Lime,PoweredNW7CIMULITUAA,1,7.6333333333,3559.668,False
Lime,PoweredPGY7IKLCK74X4,1,2.35,96704.8104,False
Lime,PoweredSETDVUGL76C6T,1,16.1666666667,5419.8816,False
Lime,Powered2CU4OJRVMKLH6,1,53.4333333333,13451.28,False
Lime,PoweredJJWV4IOV7I3J5,1,21.0,10933.2910596487,False
Lime,PoweredWVL6I3IS3PLN2,1,17.5166666667,769.9248,False
Lime,Powered2H5V6OCMDMG6O,1,4.0,164.3779662961,False
Lime,PoweredWVTEJ6YBZOFVW,1,2.0,2989925.214528968,False
Lime,Powered5JKK2RKW6SMCM,1,38.0,12452.6179052144,False
Lime,Powered5E5BGXNTTSFZV,1,7.0,3110.9261506456,False
Lime,PoweredS3KN7NPZZXTZ2,1,12.0,10248.5640199924,False
Lime,PoweredSILMHFH47KBX2,1,7.6833333333,3034.74,False
Lime,PoweredU2FE76E4NYFDT,1,34.0,7968.5363777443,False
Lime,PoweredD5RFGKRX4NGPS,1,2.6,0.0,False
Lime,Powered4ZVHJW6PIHR4I,1,6.7166666667,1056.4176,False
Lime,PoweredAL5VJH3BPSQ5A,1,34.0,11988.286413582,False
Lime,Powered4ULNCUG73ZJ3Y,1,9.5,2785.3992,False
Lime,PoweredK56UAAYB7CQKM,1,4.3666666667,469.1544,False
Lime,Powered4TYD7HRSSVJHM,1,3.4666666667,65.616,False
Lime,PoweredISMBDKPJFWVJJ,1,16.0,5910.6598644569,False
Lime,StandardLIRPOZ7X3ZVGO,1,5.1333333333,0.0,False
Lime,PoweredEPZ6KQYDRFJQX,1,1.0,0.0,False
Lime,PoweredC7EZRZTYAREOS,1,7.0,4607692.278281272,False
Lime,PoweredJYPBFJF4AAE3C,1,11.0,3552.3117385466,False
Lime,PoweredYW5ZMDIZARZAU,1,14.5833333333,7621.2984,False
Lime,PoweredIXABMYD6LNXBP,1,2.0,802.456128684,False
Lime,PoweredQYAPUD5QQMN7G,1,15.9166666667,3828.6936,False
Lime,PoweredJ3C65HIBJ6VS4,1,5.35,3280.8,False
Lime,PoweredXZS627YBY2TEK,1,10.0,5641.7069204811,False
Lime,PoweredDT3R2PC2OS6PY,1,5.0,2119.7875602524,False
Lime,Powered74IRLSTQ23W6F,1,5.8166666667,1587.9072,False
Lime,PoweredXZWQBY7MVORYX,1,19.0,5681.7392096144,False
Lime,PoweredTLBL3BYW4WKCP,1,5.0,2131.6348037508,False
Lime,PoweredTIT6UUEOHBPOU,1,13.2666666667,8021.556,False
Lime,PoweredTJ677IEJM34BS,1,38.0,11684.1544448692,False
Lime,PoweredX4WZUA5YWEZK5,2,32.3833333334,1839.1632,False
Lime,PoweredU2SIFLMXJ55FJ,2,15.1,794.9184,False
Lime,PoweredB3UHX7HW3FTQQ,2,24.25,1135.38,False
Lime,PoweredSIRKD47FC4SDK,2,75.0,29607.6883579767,False
Lime,PoweredASIWKFRC4MBFS,2,20.6833333333,655.0152,False
Lime,PoweredR3W4IYMFDAG2C,2,19.0,10417.3365603591,False
Lime,PoweredXFJ63RTCW7GGA,2,18.0,5040.7597491304,False
Lime,PoweredWNHVJMSJUBH6Y,2,2.8166666667,40.5384,False
Lime,Powered2V7CCFVOQ64IL,2,48.45,42.6504,False
Lime,PoweredZ3GTJNRIR6QOK,2,9.0666666666,1961.9184,False
Lime,PoweredGN6ZPQ2TW5MVA,2,40.85,884.2248,False
Lime,PoweredJB3WGP6DAGLB4,3,56.0166666667,59192.1936,False
Lime,PoweredSHTQF4XVPWS3V,3,138.0,35905.5323827139,False
Lime,Powered27TNAQCXTXS73,3,35.5,2461.26,False
Lime,PoweredXZT2ZG36QUQCJ,3,24.7166666667,1468.8312,False
Lime,PoweredKNPJYQBWP7NX4,3,10.0,4542.7886763468,False
Lime,Powered3HXFL6VVG6ZGA,3,100.3166666667,714.4512,False
Lime,PoweredREHOM6DI6VCZ7,3,25.0,21381.8668435628,False
Lime,Powered5534BHQRBTGDT,4,25.5333333333,638.556,False
Lime,PoweredGQJFAKWMO3V66,4,28.7333333333,4392.9912,False
Lime,PoweredTLBGULCIY353V,4,40.0666666667,1724.2536,False
Lime,PoweredENDLRMMSZZU3B,4,16.1999999999,63647.52,False
Lime,PoweredDYMMHFDUPB5MJ,4,68.4833333333,2375.916,False
Lime,PoweredK3SXDYMXUX5BX,4,63.0,28041.2287588454,False
Lime,PoweredNMOL4GEFAKHOS,4,111.1333333333,1578.864,False
Lime,PoweredTNJ6VY3YPJN2U,4,95.0,35389.4749902772,False
Lime,PoweredEBSHEPZS6IR4F,5,56.3166666667,1432.2552,False
Lime,PoweredXFQWNPUFF3FTG,5,42.8833333333,7791.9,False
Lime,Powered5WBJXFF5CO75N,5,29.5,1846.7832,False
Lime,Powered4K4I7MRI5WTPL,5,9.4666666668,1227.0192,False
Lime,PoweredE6MSS7LRWDTPV,5,79.7833333334,4282.44,False
Lime,PoweredD5G5KBYMTPXEK,5,27.0,6468.5906985362,False
Lime,PoweredEA37XTQFAA5I4,5,111.7666666667,35212.8264,False
Lime,Powered4ADKMJLMDUNQ3,5,75.7333333332,3529.8888,False
Lime,Powered7QZH2LUE4GXUZ,5,37.0,16726.4454699028,False
Lime,PoweredQVFMD5DJURWOV,6,61.0,37146.4374933044,False
Lime,Powered6ZGRADOJGA5EZ,6,140.7666666667,69064.1208,False
Lime,Powered2UM6OD6W4KRY7,6,199.5499999999,2237.232,False
Lime,PoweredWTHIMMNRXQFDS,6,324.7166666667,52129.3248985824,False
Lime,Powered3OUBNUTETL4VB,6,76.7,3973.3728,False
Lime,PoweredIECWBEZ7QD2GI,6,91.0,32658.7252087981,False
Lime,PoweredLMAMPBACV6GOI,6,117.1333333333,5259.9336,False
Lime,PoweredN6AN7XXS3MTFY,6,126.0,61495.1274551691,False
Lime,PoweredTTQKB7NWXHIIA,7,153.0333333333,58565.5608,False
Lime,PoweredNX3NV75NRACSV,8,43.8333333334,1898.2944,False
Lime,PoweredKLG5J5NJOKBSB,8,120.0166666667,2863.2912,False
Lime,PoweredDMGF4CGWQEAZ6,8,160.7166666666,54300.5208,False
Lime,PoweredDRFHKFRK6IUF4,8,196.4666666666,24464.9256,False
Lime,PoweredBYI2DOD5P3VOR,8,103.75,1826.0568,False
Lime,PoweredECIVMUEA27AT7,8,135.1333333332,6336.4872,False
Lime,Powered4DVQZBCZNF4YF,8,94.1,3820.668,False
Lime,PoweredMV5XRKVG5BVUX,8,86.0333333334,3267.7608,False
Lime,Powered5CH74O772L2TK,8,199.0500000001,7224.6744,False
Lime,PoweredPJLDI43B3V76T,8,162.0333333333,71383.6464,False
Lime,PoweredVZBSV7KBVCH4Y,8,38.4166666667,13701.1992,False
Lime,PoweredOOQ5SS4PPEAQL,8,180.0,54980.3919495362,False
Lime,PoweredIJD4C3QJGISHA,9,39.5333333334,8553.8863132692,False
Lime,PoweredBJB3DII6ABOT3,9,131.1500000001,2007.4128,False
Lime,PoweredIISXI6OXN3RP4,9,91.3166666667,2478.024,False
Lime,PoweredXJGLR5DZQPEY4,9,106.0833333332,41485.716,False
Lime,PoweredMVIYK2N3GR7GA,9,113.9833333333,3724.0464,False
Lime,Powered6LYBYYBLDDJKE,9,140.9,5168.1888,False
Lime,Powered2LFJJDXQHZML2,9,28.7333333333,2457.3192,False
Lime,PoweredQDSTICTYVXHJL,10,104.4833333333,56400.7343924742,False
Lime,PoweredPVILSU2MCKZ5I,10,111.0,45634.8607609866,False
Lime,PoweredY5EHD27JQEFNW,10,201.3166666667,71075.2512,False
Lime,PoweredT6ZHMO25PAPKE,11,221.4833333332,85425.1968,False
Lime,PoweredYZYMHHZCK3XSK,11,134.5666666666,6930.3384,False
Lime,PoweredDNJXXGMCYLJWK,11,138.85,5717.1336,False
Lime,PoweredFDZOBXIAPSEZW,11,200.2666666666,65120.5992,False
Lime,PoweredSDUFL436QYJYJ,11,94.6833333333,18424.9728,False
Lime,PoweredVVW42EIJF2D5V,11,112.0500000002,4645.7616,False
Lime,PoweredMNBEVBX5HIPU7,11,62.3000000001,2676.144,False
Lime,PoweredKZDDOTYZLWFXS,12,142.8166666667,3927.348,False
Lime,PoweredVSNRPGFEARJ5D,12,208.2333333332,7948.8792,False
Lime,PoweredZJ4UCVFAO4SGN,12,295.0,87567.4485862507,False
Lime,PoweredMOM3YGWRSJVWS,12,128.0,37184.5872,False
Lime,Powered5DM6HKA7DYI2T,12,399.65,105024.0720226084,False
Lime,Powered4CUD3SGTUTXHM,12,201.2333333333,49198.8768,False
Lime,PoweredSWYLQOIAPMZUU,12,107.0,35953.9380517339,False
Lime,PoweredJYQ6PUHZPYUON,12,365.1500000001,65291.148,False
Lime,PoweredIOHG2G3XKATUL,12,107.3666666668,4205.0208,False
Lime,PoweredGSQURR5WTJIKG,12,119.8833333334,27913.9214823182,False
Lime,PoweredT4ANRTWSYUYH6,13,231.6500000001,15856.1064,False
Lime,PoweredB3JKBPMZYRHNA,13,297.6000000001,7517.5872,False
Lime,PoweredZV7YJFTO7YJ2N,13,302.0,98571.0406364101,False
Lime,PoweredZIL2C6TVGPIOM,13,248.8166666667,17873.7984,False
Lime,PoweredA34CQFFRAXPQY,14,264.2166666668,110451.4128,False
Lime,Powered7L4XI2WPWYQ7S,14,169.9833333332,6624.2184,False
Lime,PoweredNQ24CG6AOO7SK,14,200.7666666666,76012.8552,False
Lime,PoweredK5EA6OBJJD2GU,14,91.8166666665,10592.8728,False
Lime,PoweredODYLVPREZNCUK,14,177.2833333334,24651.9312,False
Lime,PoweredUKXD3TNEM3NCN,14,74.9999999997,1840.992,False
Lime,Powered75EM6G2UUDVON,15,195.2833333334,5890.26,False
Lime,PoweredUZUZ3LNTVJMTT,15,359.3499999999,9365.5896,False
Lime,PoweredAIHEUK4K3RQCN,15,176.0,73224.8585552312,False
Lime,PoweredSDZVXLYCT5YST,15,200.9999999999,75861.9384,False
Lime,Powered7CQTCU3DFUA6K,16,363.5833333333,11689.3848,False
Lime,PoweredYCDXTGGL4MHNM,16,440.0,181592.2418354501,False
Lime,PoweredPYPMWIR5ROP7X,16,266.1833333333,31879.5336,False
Lime,PoweredQIJGH63RH4LCR,16,212.3000000001,6478.524,False
Lime,PoweredHWQFYUTSZZEKE,16,204.0,85238.8104576519,False
Lime,PoweredDQXSIBLTJ4LAK,16,183.3666666669,9310.9104,False
Lime,PoweredTQHZFPI2GWMI2,17,274.4666666667,8161.9344,False
Lime,PoweredGRTQJYIEEA6OF,17,187.3833333333,8720.0232,False
Lime,PoweredBCVOVYQUYCTFC,17,193.5833333333,36892.596,False
Lime,PoweredG42BYREDX7SVF,17,234.4666666668,105851.7312,False
Lime,Powered4KMMECZCS5F34,17,157.8833333335,5735.7264,False
Lime,PoweredCIC3MHKRKJ5H5,18,296.3666666668,85477.3104,False
Lime,PoweredKNQFJGVAG34SC,18,339.0,223865.7833659373,False
Lime,Powered6TGQ6TYXRSTXD,18,818.6166666665,80005.5888,False
Lime,PoweredJBQSIYP34D2TY,18,270.4833333332,22201.1736,False
Lime,PoweredMRUFC527Y3DZY,18,229.3,78657.0912,False
Lime,Powered4LQOWEZIYYWTC,18,248.6999999999,8899.2456,False
Lime,PoweredBFZLBWCSYLFZX,18,357.1666666667,67500.8112,False
Lime,PoweredRVAHBWRODAC4F,18,242.4333333331,13139.6232,False
Lime,PoweredO54PUN6MPIQ3A,18,340.0333333334,14287.8048,False
Lime,PoweredZQIVVZR362VEU,18,604.1666666663,20630.388,False
Lime,PoweredIGWZ7MUVE4V4L,18,241.2333333333,8348.1672,False
Lime,PoweredEG2QP76X6UOGT,19,409.5166666668,12012.7776,False
Lime,PoweredXQHVTEDGOMBWV,19,143.5166666669,35012.6976,False
Lime,PoweredVZI5JTMAFGJHR,19,190.1666666669,29967.7488,False
Lime,PoweredTMEQEEH3Q6PRM,19,337.8166666662,9833.1528,False
Lime,PoweredFC74C4AN743N5,19,165.4833333333,63385.056,False
Lime,PoweredS4BDSXZM73N3M,20,245.6500000003,10619.8416,False
Lime,PoweredMWACUPJDKMXVC,20,266.1166666669,14018.9712,False
Lime,PoweredMUDUBFVOL3VFI,21,341.4333333333,142488.4248,False
Lime,PoweredJYV56EVQZ53CI,21,531.5166666667,135946.4952,False
Lime,Powered3M7Y4NTBE6RY4,21,392.2333333334,14727.3264,False
Lime,PoweredU4AV3DYGC7TZR,21,287.2333333333,11124.8952,False
Lime,PoweredAEZZTV7OOOAER,21,328.9000000002,59542.9224,False
Lime,PoweredORNRT7GPMPTD5,21,495.0,203983.408744465,False
Lime,Powered5WXY4SKPJ3UXA,22,274.8833333336,13566.588,False
Lime,Powered5RATXSD62ALQX,22,386.6333333335,7020.7632,False
Lime,Powered3AMP6Z5DHO5B4,22,378.0,125722.911710912,False
Lime,PoweredMPESNQFBLVGO3,22,208.6499999997,6388.9128,False
Lime,PoweredO5QSNHVBYAV7I,23,268.0,109841.1667669898,False
Lime,PoweredKJ2UKEG35LLHA,23,305.5833333334,80425.5312,False
Lime,PoweredPEFEH3CYL7VBR,23,292.9666666665,124086.4176,False
Lime,PoweredXGQ3CS4UHJBOV,24,320.6666666666,14866.0104,False
Lime,PoweredEU6VZMSQ4VCS6,24,208.0999999998,10432.0848,False
Lime,PoweredAILBNBHXJ6SBV,24,178.1833333334,112820.1504,False
Lime,PoweredOR5QONQK6K4OP,24,398.0000000001,49251.3696,False
Lime,PoweredJXDQX7ESBHMMX,24,337.0000000001,81271.9776,False
Lime,PoweredFYQGXIXR4Q4WQ,24,407.0,143980.5618729851,False
Lime,PoweredC3Q23WQKAFGJN,24,333.0,282797.0137718872,False
Lime,PoweredOVW5KW3MSJC4R,24,148.883333333,45078.192,False
Lime,Powered3KUB4IF3GM4IH,24,336.2333333335,43841.3304,False
Lime,PoweredTUHAT4FQIRIF3,24,357.9499999999,13946.7336,False
Lime,PoweredLFMPARSH4E5YS,25,334.3333333334,11753.088,False
Lime,PoweredIWH7R4AVISSYF,25,369.6666666667,155224.4904,False
Lime,PoweredJNLXVGOQPEB7J,25,609.0666666667,65771.7792,False
Lime,PoweredRNXD6HIBVXUWH,25,297.35,86704.9824,False
Lime,PoweredS3REDSQLWHTTG,26,354.9000000001,13804.392,False
Lime,PoweredJKOI3K53TR2MQ,26,722.5166666666,41689.032,False
Lime,PoweredLCM45XKJTHT4Z,26,385.7666666668,12610.1856,False
Lime,PoweredAUMBDQ5B5ZCVX,26,965.0333333337,92147.8296,False
Lime,PoweredXNDVTD2GQNAF2,26,386.9666666669,11393.424,False
Lime,Powered4QNBMTMJHPFVH,26,360.8000000002,12927.1776,False
Lime,PoweredAMLAI4DWT2SXM,26,239.5833333335,10695.7368,False
Lime,Powered4ZCWH6CU24T5O,26,428.6,174955.2216,False
Lime,PoweredIMEMCNWQF2JBS,26,301.4333333333,102163.7804189256,False
Lime,PoweredUNCD2PIG2SRX5,26,330.2666666666,71672.8704,False
Lime,Powered7FSPKKXPKHHW5,26,544.0166666667,198196.4425837966,False
Lime,PoweredGXZX62L6YWKLP,26,318.3999999999,92857.9982586612,False
Lime,PoweredKV2IB55EDYMQX,26,315.6833333332,10310.7744,False
Lime,Powered6EA2IC57NGEBA,27,271.0333333333,8848.344,False
Lime,PoweredFVIPO3D4M2VN3,27,453.5333333333,24639.6192,False
Lime,PoweredOE2OMAZXA7TEI,27,596.0500000001,14999.208,False
Lime,PoweredBTR6CGKL45JWU,27,431.7166666668,14910.5112,False
Lime,PoweredTCSMXVTZYDBEE,27,436.0666666666,120308.8851252736,False
Lime,PoweredLDFHVXSP36XP5,27,530.6666666667,151754.9432880356,False
Lime,PoweredYFC6RYYIJ5D56,27,453.1000000003,19363.0296,False
Lime,PoweredHOHXF4GFCHOI5,27,343.7166666667,111347.0712,False
Lime,PoweredSOH5G6TSTR6QE,28,934.1333333332,19227.3936,False
Lime,PoweredJSJRHMV3C3V2T,28,481.5333333332,118805.3698912171,False
Lime,PoweredZZQ7FMUUD6ULV,28,448.6666666666,16405.86,False
Lime,PoweredTKT64B3LHSLAN,28,214.0499999999,8111.9472,False
Lime,PoweredSFETVNS3ER7IM,28,427.8333333329,119811.5352,False
Lime,PoweredDNB3LM4OLVXO2,28,410.1166666668,121091.0472,False
Lime,PoweredIZIFUAM3WC62G,29,347.7833333336,51429.2878301621,False
Lime,Powered5YOS6K3ATNLVQ,29,433.4666666666,152339.2114103904,False
Lime,PoweredIHDU276WTKSOF,29,279.6333333334,130743.1608,False
Lime,Powered3QKH3UMOUKWGG,29,378.1333333335,149410.9128,False
Lime,Powered2DMKLIFI45ZAP,29,405.1666666668,101675.6811019449,False
Lime,PoweredDBZAREJLOD5BF,30,553.0,178180.6469863401,False
Lime,PoweredDAES2ISVW6VAU,30,378.7000000003,137734.884,False
Lime,PoweredMBIXUF6Z7O574,30,440.1833333334,15125.0904,False
Lime,PoweredUZJGTVAABVMBK,31,523.7166666666,184063.0104,False
Lime,PoweredHZNRJKLARFTRL,31,478.9,19720.8648,False
Lime,PoweredAGUKQSTNYB2UE,31,641.0166666668,17883.2256,False
Lime,PoweredHFSHY37BUXU5T,31,326.0999999999,8321.6496,False
Lime,Powered6WU7H22TZ2K5F,31,523.4500000001,176499.6552,False
Lime,PoweredJQTVJB2O4RHCV,32,630.7833333334,251802.6830081184,False
Lime,PoweredDMANORVAW7RGH,32,459.4833333333,12401.7024,False
Lime,PoweredHQHCFUYCGBA3G,32,522.0,264457.9183353273,False
Lime,PoweredKSMAMRYMA7ESE,32,691.7833333335,228602.8632,False
Lime,PoweredYFGC6LISDERKJ,33,482.5666666667,14494.764,False
Lime,PoweredKZQINR7YHPOLL,33,637.3499999997,20559.6744,False
Lime,PoweredUS2INOOLM2SYT,33,617.0833333332,250879.4952,False
Lime,PoweredV7AZAO3WJGWCX,33,572.1333333335,21871.5336,False
Lime,PoweredD5LDRYNQLGDTG,33,380.2166666666,80694.5568,False
Lime,PoweredG34K4ARTEFOUV,33,488.4666666669,84926.7888,False
Lime,PoweredIMIWAD4P7YSKV,33,491.4833333334,152115.789981192,False
Lime,PoweredCPBMGOVZOHE4Z,33,963.3999999996,59591.3455601233,False
Lime,PoweredOSESGVKMKC5TS,34,516.5833333331,41239.1448,False
Lime,PoweredQEY7YFVDQKQDV,34,513.3333333333,19330.416,False
Lime,PoweredYTTTBDVSSB3DI,34,411.0,134238.2931549331,False
Lime,PoweredR46ZHIIU62HZL,34,508.5,191659.0227911977,False
Lime,PoweredWVSYBR73ZRMWE,34,510.8,15162.5808,False
Lime,PoweredIKAA5T3PT44MA,35,296.6833333331,7960.1568,False
Lime,PoweredESGGFGX2EUL7B,35,602.6833333332,6996.9888,False
Lime,PoweredX23VTU3L7FYOH,35,441.1166666667,15745.6632,False
Lime,PoweredPL66HLWZKYKLX,35,531.5666666671,183303.0504,False
Lime,PoweredOGL7XYHZSHV5B,35,421.0,148588.5123848008,False
Lime,PoweredKJNZEPIJMYQ2X,35,470.5666666668,106438.128,False
Lime,PoweredWUAIFDLJVRAM3,36,444.283333333,117360.5688,False
Lime,Powered2UJHDZJHUI2O2,36,371.7,14880.336,False
Lime,PoweredZTSGQVFLCO3FI,37,403.3166666666,16265.0424,False
Lime,Powered6Z5UO2MY64ABC,37,383.0166666665,12264.2376,False
Lime,Powered5PJGLNYHMC4KV,37,695.0666666664,249738.021021388,False
Lime,PoweredCHDTHGPWVJHAH,37,550.35,99992.2224,False
Lime,PoweredFFXVJ5257RP2D,37,638.8333333335,19813.2192,False
Lime,Powered2OJN3GFEE323P,37,370.8833333335,14636.8008,False
Lime,PoweredAOTKJ2ALUB53R,37,497.7,19318.8024,False
Lime,PoweredGERKTDOEVMRZN,38,795.0,325687.9060178569,False
Lime,PoweredEVPIOJPGLEFC3,38,808.0,302940.6545966677,False
Lime,PoweredKQFCQ42SQIC2W,38,496.8333333335,22231.4928,False
Lime,PoweredLD77BOOZ4B4SB,39,432.7666666666,13303.6056,False
Lime,Powered4QV5N7KUAVZQV,39,792.0,248453.1805118559,False
Lime,PoweredIHEWXAGNAW3QV,40,495.1833333332,15676.7784,False
Lime,Powered2EBTKWOKLE6MJ,40,515.8333333335,21118.9824,False
Lime,PoweredZMNX2Z2HALPM3,40,1018.0,328527.7404153331,False
Lime,PoweredLVLHVYDI3TTZF,40,518.3666666666,18448.02,False
Lime,PoweredYTL5TFGVWXDQC,40,696.0666666668,174716.4829868871,False
Lime,PoweredYMAC5S2NCUGST,40,727.55,22755.1488,False
Lime,Powered5LO7WJM6DWLRG,40,529.4166666666,179838.4454452468,False
Lime,PoweredVRFIDR6DWOLG3,40,667.0,227839.3187833443,False
Lime,PoweredP5G43GF5OI54R,40,767.9166666667,17444.6184,False
Lime,PoweredF5ZHX2R4CDXIH,40,1281.7166666666,302046.852,False
Lime,Powered3E56NABTHBQF5,41,628.4166666669,15532.608,False
Lime,PoweredSSUERTHO2XN7S,41,645.1666666668,22750.5768,False
Lime,PoweredQRT4WIWTCM4QB,41,760.6000000001,24980.7984,False
Lime,Powered4NYK5PWADVIAU,41,1078.4833333338,30295.596,False
Lime,PoweredYKBOEWV2W3CLR,41,671.4500000001,293772.6744,False
Lime,Powered65RNZJNSSLHXM,41,1241.3833333332,254553.9912,False
Lime,Powered3GHYWZKGIGMJO,41,798.3999999999,32481.9264,False
Lime,PoweredPAFBAM3PGBZP4,41,628.5666666666,107075.4696,False
Lime,Powered7TRPHOO57T7A6,41,495.3166666666,21854.7696,False
Lime,PoweredXCZQOBYRVMRZF,42,655.9333333335,82914.6408,False
Lime,PoweredOB67UCSYJ74FN,42,624.8833333335,20405.4456,False
Lime,Powered3TJQYZI3JSURO,42,652.0333333336,19620.2808,False
Lime,PoweredLHRK5K6I6DNXJ,42,727.8333333333,24281.5872,False
Lime,PoweredMFFTIVDXHJKX7,42,501.2666666669,95008.6872,False
Lime,PoweredIMOHPMPXHJFKY,42,758.9833333336,108132.5496,False
Lime,PoweredE4ECHPEWDEIWL,43,571.7166666667,21540.216,False
Lime,PoweredINLGANJWEZFZF,43,603.8999999999,20541.0816,False
Lime,PoweredIZESXJZECVQXK,43,628.4666666667,17536.0584,False
Lime,PoweredB4U4PNZMNRRYH,43,537.3166666668,105668.0064,False
Lime,PoweredJRR3OMJPWEVNT,44,574.5333333331,18138.0384,False
Lime,Powered5N63XLM3SERCM,44,574.0,228559.735213469,False
Lime,Powered7LGOUSSGGUTQI,44,525.6666666665,113621.5584,False
Lime,PoweredB35JGMZYVLRII,45,663.566666667,228796.4304,False
Lime,PoweredGADDQW3QIT3LM,45,553.75,122187.4417498407,False
Lime,PoweredRYBS56AVNJ675,45,791.0000000001,41038.4256,False
Lime,PoweredXSGC64E4AGV7P,45,712.0,382940.4595176948,False
Lime,PoweredSTYNIGCQ43LV7,45,517.6833333331,25436.7792,False
Lime,PoweredPI7UHDUSQPDTG,45,487.7333333336,150410.7543183853,False
Lime,PoweredUPZESK7MDL3UX,46,629.8166666663,268179.1536,False
Lime,Powered7UWDE7RWFQXJC,46,755.0666666665,253440.2675618254,False
Lime,PoweredJ4UW74ZN2GONS,46,684.2333333336,174011.850798448,False
Lime,PoweredYZ2UREMTDYLB6,46,655.0833333335,21418.6008,False
Lime,PoweredBLU2ZEAMQDJ3K,46,777.0,328018.2273818835,False
Lime,PoweredKQ4EXMRGULEHF,47,605.75,20749.8696,False
Lime,PoweredKOTL65TYAYXYC,47,676.6333333333,271282.7904,False
Lime,PoweredZ45YZWSWVZRYO,47,599.3999999997,147904.1319936136,False
Lime,Powered2LQCQH3PN4BPP,47,729.8000000001,26903.7816,False
Lime,PoweredLDJOANDBNZ444,47,638.0666666664,198491.6808,False
Lime,PoweredWLT3LOAXBYFCA,47,772.2833333335,83781.7152,False
Lime,PoweredSRWN5AV56TIIX,47,730.0499999999,254731.4109404165,False
Lime,PoweredVGUY6YG2BULGH,48,712.0,318067.9796959499,False
Lime,Powered6EZWPR4VQZU7O,48,833.8666666666,24597.6648,False
Lime,PoweredV6VSH5TGTL422,48,956.6333333335,73502.2419010121,False
Lime,PoweredGICXJQM3ONX2W,48,584.75,271092.504,False
Lime,PoweredZ5IATDSJ46RU3,49,1035.9499999999,24599.4936,False
Lime,Powered7TXJDC63P4UEA,49,683.1333333336,35406.7056,False
Lime,Powered5SNJFYDEQM53Z,49,731.4666666667,217898.5128,False
Lime,PoweredIASQ327H7QVEP,49,812.4166666671,26158.8504,False
Lime,PoweredRKY63JJJKN6RZ,49,840.0500000001,112961.2248,False
Lime,PoweredHDRXBDGHR73EB,50,593.3666666664,19949.16,False
Lime,PoweredDGUUB37Q2CSGE,50,497.8500000004,113087.412,False
Lime,PoweredRUKF4JR44RZTD,50,676.5166666665,19966.5336,False
Lime,PoweredRF7UQ4LMMVGQO,50,446.1833333339,19019.8248,False
Lime,PoweredABJNKD7I4LPCJ,50,984.0,365827.229956938,False
Lime,PoweredQXN4UEXGMR27P,50,948.4333333334,225672.7670920872,False
Lime,PoweredTVSSOIUSNOISJ,50,572.1833333333,72060.0864,False
Lime,PoweredJCKMQCAL2SSNJ,51,980.4833333334,272313.9024,False
Lime,PoweredRLRB3K6WQYUQU,51,890.1666666668,394120.5880891268,False
Lime,PoweredHKLHJJUDWDZ3Y,51,760.616666667,337118.604,False
Lime,PoweredSQL643QUKRWOV,51,1032.6499999999,95047.4736,False
Lime,PoweredTSIYOFL7J4H7Z,51,699.1833333334,259009.3176,False
Lime,PoweredQTQBPKWOCFR7R,51,572.8999999999,25357.836,False
Lime,PoweredUCINR7QQZ2CQI,51,684.4666666663,238254.504,False
Lime,PoweredJO6ZAVTQD4WZF,51,750.9166666669,310925.2656,False
Lime,PoweredSFIU56QRIZNST,52,760.6000000001,207282.624,False
Lime,PoweredF6IMCZ3CR3XSK,52,914.3999999998,303826.6573962277,False
Lime,PoweredU5MGVUSNXTN56,52,830.65,54993.8784,False
Lime,PoweredLH4HEF325LZ5X,52,719.1166666669,23818.944,False
Lime,PoweredBN4MKJA6WI5Z7,52,716.1500000001,24252.3264,False
Lime,PoweredWUTWXBXQ5KN3F,52,846.7666666666,29319.9312,False
Lime,PoweredDFKCLN6K26BEH,53,784.6500000001,66138.312,False
Lime,Powered6D2CNBJHGISHK,53,801.9333333329,38095.1232,False
Lime,PoweredLOEKT4TNO234U,53,1210.0666666665,359787.6936807084,False
Lime,PoweredTZJZHUC5TBKBA,53,664.8166666665,226011.0312,False
Lime,PoweredXQ4BT7ZJFSAYZ,53,1011.2999999996,105486.2184,False
Lime,Powered6NZEAEJ5M4MZ2,53,842.8500000001,221775.8376,False
Lime,PoweredG7CV6ZDIMZQGR,53,1138.0333333338,361534.3176,False
Lime,PoweredJ2TAPUVYFLPLP,54,692.9833333335,78025.2816,False
Lime,PoweredFWPAEAQMQWV7V,54,1063.5833333332,325475.9817560517,False
Lime,PoweredUNORTWSTRM4AM,54,635.3000000001,88971.2544,False
Lime,Powered3GYNBKX3Q2TW5,54,793.6999999997,27618.5376,False
